Country,Continent,Risk Score,Advisory Message,Last Updated,Source,Latitude,Longitude,Recommendation,Details
Netherlands,EU,3.3,Netherlands has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Netherlands.,2024-08-13 08:21:03,https://www.travel-advisory.info/netherlands,52.2434979,5.6343227,Travel with Caution - Preferred Continent,Netherlands has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Netherlands.
Norway,EU,2.8,Norway has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Norway.,2024-08-13 08:21:03,https://www.travel-advisory.info/norway,64.5731537,11.52803643954819,Travel with Caution - Preferred Continent,Norway has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Norway.
Nepal,AS,3.3,Nepal has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Nepal.,2024-08-13 08:21:03,https://www.travel-advisory.info/nepal,28.3780464,83.9999901,Travel with Caution,Nepal has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Nepal.
Niue,OC,0.0,Niue has a current risk level of 0 (out of 5). We advise: Travelling Niue is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/niue,-19.0536414,-169.861341,Safe to Travel,Niue has a current risk level of 0 (out of 5). We advise: Travelling Niue is (relatively) safe.
New Zealand,OC,3.0,New Zealand has a current risk level of 3 (out of 5). We advise: Use some caution when travelling New Zealand.,2024-08-13 08:21:03,https://www.travel-advisory.info/new-zealand,-41.5000831,172.8344077,Travel with Caution,New Zealand has a current risk level of 3 (out of 5). We advise: Use some caution when travelling New Zealand.
Oman,AS,3.0,Oman has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Oman.,2024-08-13 08:21:03,https://www.travel-advisory.info/oman,21.0000287,57.0036901,Travel with Caution,Oman has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Oman.
Panama,,3.0,Panama has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Panama.,2024-08-13 08:21:03,https://www.travel-advisory.info/panama,8.559559,-81.1308434,Travel with Caution,Panama has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Panama.
Peru,SA,3.3,Peru has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Peru.,2024-08-13 08:21:03,https://www.travel-advisory.info/peru,-6.8699697,-75.0458515,Travel with Caution,Peru has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Peru.
French Polynesia,OC,3.0,French Polynesia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling French Polynesia.,2024-08-13 08:21:03,https://www.travel-advisory.info/french-polynesia,-17.0243749,-144.6434898,Travel with Caution,French Polynesia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling French Polynesia.
Papua New Guinea,OC,3.8,Papua New Guinea has a current risk level of 3.8 (out of 5). We advise: Please reconsider your need to travel to Papua New Guinea.,2024-08-13 08:21:03,https://www.travel-advisory.info/papua-new-guinea,-5.6816069,144.2489081,Travel with Caution,Papua New Guinea has a current risk level of 3.8 (out of 5). We advise: Please reconsider your need to travel to Papua New Guinea.
Philippines,AS,3.1,Philippines has a current risk level of 3.1 (out of 5). We advise: Use some caution when travelling Philippines.,2024-08-13 08:21:03,https://www.travel-advisory.info/philippines,12.7503486,122.7312101,Travel with Caution,Philippines has a current risk level of 3.1 (out of 5). We advise: Use some caution when travelling Philippines.
Pakistan,AS,3.8,Pakistan has a current risk level of 3.8 (out of 5). We advise: Please reconsider your need to travel to Pakistan.,2024-08-13 08:21:03,https://www.travel-advisory.info/pakistan,30.3308401,71.247499,Travel with Caution,Pakistan has a current risk level of 3.8 (out of 5). We advise: Please reconsider your need to travel to Pakistan.
Poland,EU,2.8,Poland has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Poland.,2024-08-13 08:21:03,https://www.travel-advisory.info/poland,52.215933,19.134422,Travel with Caution - Preferred Continent,Poland has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Poland.
Saint Pierre and Miquelon,,0.0,Saint Pierre and Miquelon has a current risk level of 0 (out of 5). We advise: Travelling Saint Pierre and Miquelon is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/saint-pierre-and-miquelon,46.8374544,-56.2120555,Safe to Travel,Saint Pierre and Miquelon has a current risk level of 0 (out of 5). We advise: Travelling Saint Pierre and Miquelon is (relatively) safe.
Pitcairn,OC,0.0,Pitcairn has a current risk level of 0 (out of 5). We advise: Travelling Pitcairn is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/pitcairn,-25.0657719,-130.101782,Safe to Travel,Pitcairn has a current risk level of 0 (out of 5). We advise: Travelling Pitcairn is (relatively) safe.
Puerto Rico,,4.0,Puerto Rico has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Puerto Rico.,2024-08-13 08:21:03,https://www.travel-advisory.info/puerto-rico,18.2247706,-66.4858295,Not Recommended for Travel,Puerto Rico has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Puerto Rico.
Palestinian Territory,AS,4.0,Palestinian Territory has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Palestinian Territory.,2024-08-13 08:21:03,https://www.travel-advisory.info/palestinian-territory,31.762963620549996,34.9384953773143,Not Recommended for Travel,Palestinian Territory has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Palestinian Territory.
Portugal,EU,2.8,Portugal has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Portugal.,2024-08-13 08:21:03,https://www.travel-advisory.info/portugal,39.6621648,-8.1353519,Travel with Caution - Preferred Continent,Portugal has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Portugal.
Palau,OC,3.0,Palau has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Palau.,2024-08-13 08:21:03,https://www.travel-advisory.info/palau,42.5717989,2.9600905,Travel with Caution,Palau has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Palau.
Paraguay,SA,3.0,Paraguay has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Paraguay.,2024-08-13 08:21:03,https://www.travel-advisory.info/paraguay,-23.3165935,-58.1693445,Travel with Caution,Paraguay has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Paraguay.
Qatar,AS,3.0,Qatar has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Qatar.,2024-08-13 08:21:03,https://www.travel-advisory.info/qatar,25.3336984,51.2295295,Travel with Caution,Qatar has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Qatar.
Reunion,AF,4.0,Reunion has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Reunion.,2024-08-13 08:21:03,https://www.travel-advisory.info/reunion,-21.1309332,55.5265771,Not Recommended for Travel,Reunion has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Reunion.
Romania,EU,3.2,Romania has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Romania.,2024-08-13 08:21:03,https://www.travel-advisory.info/romania,45.9852129,24.6859225,Travel with Caution - Preferred Continent,Romania has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Romania.
Serbia,EU,3.4,Serbia has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Serbia.,2024-08-13 08:21:03,https://www.travel-advisory.info/serbia,44.024322850000004,21.07657433209902,Travel with Caution - Preferred Continent,Serbia has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Serbia.
Russia,EU,4.4,Russia has a current risk level of 4.4 (out of 5). We advise: Please reconsider your need to travel to Russia.,2024-08-13 08:21:03,https://www.travel-advisory.info/russia,64.6863136,97.7453061,Not Recommended for Travel,Russia has a current risk level of 4.4 (out of 5). We advise: Please reconsider your need to travel to Russia.
Rwanda,AF,3.0,Rwanda has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Rwanda.,2024-08-13 08:21:03,https://www.travel-advisory.info/rwanda,-1.9646631,30.0644358,Travel with Caution,Rwanda has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Rwanda.
Saudi Arabia,AS,3.2,Saudi Arabia has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Saudi Arabia.,2024-08-13 08:21:03,https://www.travel-advisory.info/saudi-arabia,25.6242618,42.3528328,Travel with Caution,Saudi Arabia has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Saudi Arabia.
Solomon Islands,OC,3.3,Solomon Islands has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Solomon Islands.,2024-08-13 08:21:03,https://www.travel-advisory.info/solomon-islands,-8.7053941,159.1070693851845,Travel with Caution,Solomon Islands has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Solomon Islands.
Seychelles,AF,3.0,Seychelles has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Seychelles.,2024-08-13 08:21:03,https://www.travel-advisory.info/seychelles,-4.6574977,55.4540146,Travel with Caution,Seychelles has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Seychelles.
Sudan,AF,4.7,Sudan has a current risk level of 4.7 (out of 5). We advise: It is not safe to travel Sudan.,2024-08-13 08:21:03,https://www.travel-advisory.info/sudan,10.9,6.5,Not Recommended for Travel,Sudan has a current risk level of 4.7 (out of 5). We advise: It is not safe to travel Sudan.
Sweden,EU,3.5,Sweden has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Sweden.,2024-08-13 08:21:03,https://www.travel-advisory.info/sweden,59.6749712,14.5208584,Travel with Caution - Preferred Continent,Sweden has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Sweden.
Singapore,AS,2.8,Singapore has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Singapore.,2024-08-13 08:21:03,https://www.travel-advisory.info/singapore,1.357107,103.8194992,Travel with Caution,Singapore has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Singapore.
Saint Helena,AF,0.0,Saint Helena has a current risk level of 0 (out of 5). We advise: Travelling Saint Helena is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/saint-helena,-15.96545515,-5.702575637953244,Safe to Travel,Saint Helena has a current risk level of 0 (out of 5). We advise: Travelling Saint Helena is (relatively) safe.
Slovenia,EU,3.0,Slovenia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Slovenia.,2024-08-13 08:21:03,https://www.travel-advisory.info/slovenia,46.1199444,14.8153333,Travel with Caution - Preferred Continent,Slovenia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Slovenia.
Svalbard and Jan Mayen,EU,0.0,Svalbard and Jan Mayen has a current risk level of 0 (out of 5). We advise: Travelling Svalbard and Jan Mayen is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/svalbard-and-jan-mayen,78.51240265,16.605574070831505,Safe to Travel - Preferred Continent,Svalbard and Jan Mayen has a current risk level of 0 (out of 5). We advise: Travelling Svalbard and Jan Mayen is (relatively) safe.
Slovakia,EU,3.0,Slovakia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Slovakia.,2024-08-13 08:21:03,https://www.travel-advisory.info/slovakia,48.7411522,19.4528646,Travel with Caution - Preferred Continent,Slovakia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Slovakia.
Sierra Leone,AF,3.5,Sierra Leone has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Sierra Leone.,2024-08-13 08:21:03,https://www.travel-advisory.info/sierra-leone,8.6400349,-11.8400269,Travel with Caution,Sierra Leone has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Sierra Leone.
San Marino,EU,5.0,San Marino has a current risk level of 5 (out of 5). We advise: It is not safe to travel San Marino.,2024-08-13 08:21:03,https://www.travel-advisory.info/san-marino,43.9458623,12.458306,Not Recommended for Travel,San Marino has a current risk level of 5 (out of 5). We advise: It is not safe to travel San Marino.
Senegal,AF,3.6,Senegal has a current risk level of 3.6 (out of 5). We advise: Please reconsider your need to travel to Senegal.,2024-08-13 08:21:03,https://www.travel-advisory.info/senegal,14.4750607,-14.4529612,Travel with Caution,Senegal has a current risk level of 3.6 (out of 5). We advise: Please reconsider your need to travel to Senegal.
Somalia,AF,5.0,Somalia has a current risk level of 5 (out of 5). We advise: It is not safe to travel Somalia.,2024-08-13 08:21:03,https://www.travel-advisory.info/somalia,8.3676771,49.083416,Not Recommended for Travel,Somalia has a current risk level of 5 (out of 5). We advise: It is not safe to travel Somalia.
Suriname,SA,2.5,Suriname has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Suriname.,2024-08-13 08:21:03,https://www.travel-advisory.info/suriname,4.1413025,-56.0771187,Travel with Caution,Suriname has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Suriname.
South Sudan,AF,5.0,South Sudan has a current risk level of 5 (out of 5). We advise: It is not safe to travel South Sudan.,2024-08-13 08:21:03,https://www.travel-advisory.info/south-sudan,7.8699431,29.6667897,Not Recommended for Travel,South Sudan has a current risk level of 5 (out of 5). We advise: It is not safe to travel South Sudan.
Sao Tome and Principe,AF,2.5,Sao Tome and Principe has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Sao Tome and Principe.,2024-08-13 08:21:03,https://www.travel-advisory.info/sao-tome-and-principe,0.9713095,7.02255,Travel with Caution,Sao Tome and Principe has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Sao Tome and Principe.
El Salvador,,3.3,El Salvador has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling El Salvador.,2024-08-13 08:21:03,https://www.travel-advisory.info/el-salvador,13.8000382,-88.9140683,Travel with Caution,El Salvador has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling El Salvador.
Syria,AS,5.0,Syria has a current risk level of 5 (out of 5). We advise: It is not safe to travel Syria.,2024-08-13 08:21:03,https://www.travel-advisory.info/syria,34.8147886,38.42317811509885,Not Recommended for Travel,Syria has a current risk level of 5 (out of 5). We advise: It is not safe to travel Syria.
Swaziland,AF,2.7,Swaziland has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Swaziland.,2024-08-13 08:21:03,https://www.travel-advisory.info/swaziland,-26.5624806,31.3991317,Travel with Caution,Swaziland has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Swaziland.
Turks and Caicos Islands,,3.0,Turks and Caicos Islands has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Turks and Caicos Islands.,2024-08-13 08:21:03,https://www.travel-advisory.info/turks-and-caicos-islands,21.721746,-71.5527809,Travel with Caution,Turks and Caicos Islands has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Turks and Caicos Islands.
Chad,AF,3.7,Chad has a current risk level of 3.7 (out of 5). We advise: Please reconsider your need to travel to Chad.,2024-08-13 08:21:03,https://www.travel-advisory.info/chad,15.6134137,19.0156172,Travel with Caution,Chad has a current risk level of 3.7 (out of 5). We advise: Please reconsider your need to travel to Chad.
Togo,AF,2.5,Togo has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Togo.,2024-08-13 08:21:03,https://www.travel-advisory.info/togo,8.7800265,1.0199765,Travel with Caution,Togo has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Togo.
Thailand,AS,2.7,Thailand has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Thailand.,2024-08-13 08:21:03,https://www.travel-advisory.info/thailand,14.8971921,100.83273,Travel with Caution,Thailand has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Thailand.
Tajikistan,AS,3.0,Tajikistan has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Tajikistan.,2024-08-13 08:21:03,https://www.travel-advisory.info/tajikistan,38.6281733,70.8156541,Travel with Caution,Tajikistan has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Tajikistan.
East Timor,OC,3.2,East Timor has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling East Timor.,2024-08-13 08:21:03,https://www.travel-advisory.info/east-timor,-8.7443169,126.063482,Travel with Caution,East Timor has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling East Timor.
Turkmenistan,AS,2.6,Turkmenistan has a current risk level of 2.6 (out of 5). We advise: Use some caution when travelling Turkmenistan.,2024-08-13 08:21:03,https://www.travel-advisory.info/turkmenistan,39.3763807,59.3924609,Travel with Caution,Turkmenistan has a current risk level of 2.6 (out of 5). We advise: Use some caution when travelling Turkmenistan.
Tunisia,AF,3.0,Tunisia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Tunisia.,2024-08-13 08:21:03,https://www.travel-advisory.info/tunisia,36.8002068,10.1857757,Travel with Caution,Tunisia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Tunisia.
Tonga,OC,2.5,Tonga has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Tonga.,2024-08-13 08:21:03,https://www.travel-advisory.info/tonga,-19.9160819,-175.202642,Travel with Caution,Tonga has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Tonga.
Turkey,AS,3.5,Turkey has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Turkey.,2024-08-13 08:21:03,https://www.travel-advisory.info/turkey,38.9597594,34.9249653,Travel with Caution,Turkey has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Turkey.
Trinidad and Tobago,,3.8,Trinidad and Tobago has a current risk level of 3.8 (out of 5). We advise: Please reconsider your need to travel to Trinidad and Tobago.,2024-08-13 08:21:03,https://www.travel-advisory.info/trinidad-and-tobago,10.7466905,-61.0840075,Travel with Caution,Trinidad and Tobago has a current risk level of 3.8 (out of 5). We advise: Please reconsider your need to travel to Trinidad and Tobago.
Tuvalu,OC,1.0,Tuvalu has a current risk level of 1 (out of 5). We advise: Travelling Tuvalu is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/tuvalu,-8.6405212,179.1582918181797,Safe to Travel,Tuvalu has a current risk level of 1 (out of 5). We advise: Travelling Tuvalu is (relatively) safe.
Taiwan,AS,2.7,Taiwan has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Taiwan.,2024-08-13 08:21:03,https://www.travel-advisory.info/taiwan,23.5983227,120.83537694479215,Travel with Caution,Taiwan has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Taiwan.
Tanzania,AF,3.0,Tanzania has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Tanzania.,2024-08-13 08:21:03,https://www.travel-advisory.info/tanzania,-6.5247123,35.7878438,Travel with Caution,Tanzania has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Tanzania.
Ukraine,EU,4.7,Ukraine has a current risk level of 4.7 (out of 5). We advise: It is not safe to travel Ukraine.,2024-08-13 08:21:03,https://www.travel-advisory.info/ukraine,49.4871968,31.2718321,Not Recommended for Travel,Ukraine has a current risk level of 4.7 (out of 5). We advise: It is not safe to travel Ukraine.
Uganda,AF,3.5,Uganda has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Uganda.,2024-08-13 08:21:03,https://www.travel-advisory.info/uganda,1.5333554,32.2166578,Travel with Caution,Uganda has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Uganda.
United States,,2.7,United States has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling United States.,2024-08-13 08:21:03,https://www.travel-advisory.info/united-states,39.7837304,-100.445882,Travel with Caution,United States has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling United States.
Uruguay,SA,3.3,Uruguay has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Uruguay.,2024-08-13 08:21:03,https://www.travel-advisory.info/uruguay,-32.8755548,-56.0201525,Travel with Caution,Uruguay has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Uruguay.
Uzbekistan,AS,3.0,Uzbekistan has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Uzbekistan.,2024-08-13 08:21:03,https://www.travel-advisory.info/uzbekistan,41.32373,63.9528098,Travel with Caution,Uzbekistan has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Uzbekistan.
Vatican,EU,5.0,Vatican has a current risk level of 5 (out of 5). We advise: It is not safe to travel Vatican.,2024-08-13 08:21:03,https://www.travel-advisory.info/vatican,41.903411,12.4528527,Not Recommended for Travel,Vatican has a current risk level of 5 (out of 5). We advise: It is not safe to travel Vatican.
Saint Vincent and the Grenadines,,2.5,Saint Vincent and the Grenadines has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Saint Vincent and the Grenadines.,2024-08-13 08:21:03,https://www.travel-advisory.info/saint-vincent-and-the-grenadines,12.90447,-61.2765569,Travel with Caution,Saint Vincent and the Grenadines has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Saint Vincent and the Grenadines.
Venezuela,SA,4.1,Venezuela has a current risk level of 4.1 (out of 5). We advise: Please reconsider your need to travel to Venezuela.,2024-08-13 08:21:03,https://www.travel-advisory.info/venezuela,8.0018709,-66.1109318,Not Recommended for Travel,Venezuela has a current risk level of 4.1 (out of 5). We advise: Please reconsider your need to travel to Venezuela.
British Virgin Islands,,2.5,British Virgin Islands has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling British Virgin Islands.,2024-08-13 08:21:03,https://www.travel-advisory.info/british-virgin-islands,18.4024395,-64.5661642,Travel with Caution,British Virgin Islands has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling British Virgin Islands.
U.S. Virgin Islands,,4.0,U.S. Virgin Islands has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to U.S. Virgin Islands.,2024-08-13 08:21:03,https://www.travel-advisory.info/us-virgin-islands,17.789187,-64.7080574,Not Recommended for Travel,U.S. Virgin Islands has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to U.S. Virgin Islands.
Vietnam,AS,2.7,Vietnam has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Vietnam.,2024-08-13 08:21:03,https://www.travel-advisory.info/vietnam,15.9266657,107.9650855,Travel with Caution,Vietnam has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Vietnam.
Vanuatu,OC,3.0,Vanuatu has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Vanuatu.,2024-08-13 08:21:03,https://www.travel-advisory.info/vanuatu,-16.5255069,168.1069154,Travel with Caution,Vanuatu has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Vanuatu.
Wallis and Futuna,OC,0.0,Wallis and Futuna has a current risk level of 0 (out of 5). We advise: Travelling Wallis and Futuna is (relatively) safe.,2024-08-13 08:21:03,https://www.travel-advisory.info/wallis-and-futuna,-13.289402,-176.204224,Safe to Travel,Wallis and Futuna has a current risk level of 0 (out of 5). We advise: Travelling Wallis and Futuna is (relatively) safe.
Samoa,OC,3.0,Samoa has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Samoa.,2024-08-13 08:21:03,https://www.travel-advisory.info/samoa,-13.7693895,-172.12005,Travel with Caution,Samoa has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Samoa.
Kosovo,EU,3.6,Kosovo has a current risk level of 3.6 (out of 5). We advise: Please reconsider your need to travel to Kosovo.,2024-08-13 08:21:03,https://www.travel-advisory.info/kosovo,42.5869578,20.9021231,Travel with Caution - Preferred Continent,Kosovo has a current risk level of 3.6 (out of 5). We advise: Please reconsider your need to travel to Kosovo.
Yemen,AS,5.0,Yemen has a current risk level of 5 (out of 5). We advise: It is not safe to travel Yemen.,2024-08-13 08:21:03,https://www.travel-advisory.info/yemen,16.3471243,47.8915271,Not Recommended for Travel,Yemen has a current risk level of 5 (out of 5). We advise: It is not safe to travel Yemen.
Mayotte,AF,3.5,Mayotte has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Mayotte.,2024-08-13 08:21:03,https://www.travel-advisory.info/mayotte,-12.823048,45.1520755,Travel with Caution,Mayotte has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Mayotte.
South Africa,AF,3.4,South Africa has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling South Africa.,2024-08-13 08:21:03,https://www.travel-advisory.info/south-africa,-28.8166236,24.991639,Travel with Caution,South Africa has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling South Africa.
Zambia,AF,3.0,Zambia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Zambia.,2024-08-13 08:21:03,https://www.travel-advisory.info/zambia,-14.5189121,27.5589884,Travel with Caution,Zambia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Zambia.
Zimbabwe,AF,3.2,Zimbabwe has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Zimbabwe.,2024-08-13 08:21:03,https://www.travel-advisory.info/zimbabwe,-18.4554963,29.7468414,Travel with Caution,Zimbabwe has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Zimbabwe.
